keyword,theme,sub_theme,intent,corporate_transport_score,funding_intent_score,over_3m_score,financial_health_score,cpc_score,total_score,monthly_search_range,estimated_monthly_searches,competition,top_bid_low,top_bid_high,rank,recommended_match_type,initial_max_cpc,reason,risk,source,notes
法人 トラック リース 審査 通らない,車両導入・増車,法人フィルター,車両導入の代替資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人・事業用を明示し個人購入を抑える。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
法人 トラック ローン 審査 通らない,車両導入・増車,法人フィルター,車両導入の代替資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人・事業用を明示し個人購入を抑える。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
法人 車両ローン 審査 通らない,車両導入・増車,法人フィルター,車両導入の代替資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人・事業用を明示し個人購入を抑える。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 リース 審査 通らない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 ローン 審査 通らない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 修理代 一括 払えない,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 修理費 払えない,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 頭金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ リース 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ リース 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ ローン 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ ローン 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ ローン 否決,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック リース 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック リース 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック ローン 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック ローン 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック ローン 否決,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トレーラー リース 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トレーラー リース 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トレーラー ローン 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トレーラー ローン 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トレーラー ローン 否決,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック リース 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック リース 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック ローン 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック ローン 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック ローン 否決,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
中古トラック リース 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
中古トラック リース 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
中古トラック ローン 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
中古トラック ローン 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
中古トラック ローン 否決,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流車両 リース 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流車両 リース 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流車両 ローン 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流車両 ローン 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流車両 ローン 否決,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
平ボディ トラック リース 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
平ボディ トラック リース 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
平ボディ トラック ローン 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
平ボディ トラック ローン 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
平ボディ トラック ローン 否決,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 リース 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 リース 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 ローン 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 ローン 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 ローン 否決,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,8,未評価,68,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ETCカード 法人 支払い 入金前,燃料・ETC,カード・引落,燃料・通行費の支払資金,15,25,12,15,未評価,67,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ETCコーポレートカード 支払い,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,20,12,10,未評価,67,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ETCコーポレートカード 支払い 資金繰り,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,20,12,10,未評価,67,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 事故 賠償 支払い,修理・事故・稼働停止,事故・保険金待ち,事故後のつなぎ資金,25,20,12,10,未評価,67,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,事故・保険金待ちで売上停止と支払いが重なる局面。,損害賠償・保険相談だけの可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 高速代 支払い 間に合わない,燃料・ETC,固定費・変動費,燃料・通行費の支払資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社を明示した支払資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 高速代 払えない,燃料・ETC,固定費・変動費,燃料・通行費の支払資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社を明示した支払資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 高速料金 支払い 間に合わない,燃料・ETC,固定費・変動費,燃料・通行費の支払資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社を明示した支払資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 高速料金 払えない,燃料・ETC,固定費・変動費,燃料・通行費の支払資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社を明示した支払資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 車両 修理代 一括 払えない,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 車両 修理費 払えない,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 燃料代 支払い 間に合わない,燃料・ETC,固定費・変動費,燃料・通行費の支払資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社を明示した支払資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 燃料代 払えない,燃料・ETC,固定費・変動費,燃料・通行費の支払資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社を明示した支払資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 融資 審査 通らない,融資待ち・追加資金,借入整理,資金調達の見直し,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,既存借入がある法人の追加調達・条件見直し。,一本化可否は広告主・法令確認が必要,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送業 資金繰り,既存KWP観測,短い種語・対照,KWP実測のある対照語,25,20,6,8,7,66,10–100,40,低,270,1389,A,完全一致（KWP確認後にフレーズ追加）,50円テスト対象外（低額帯が50円超）,過去のKWP観測を漏れなく比較対象に残す。単独出稿の可否は別途評価。,短い語は販売・情報収集意図を含む場合がある,KWP raw 2026-08-11,検索数はKWPレンジ。推定検索数は安全側の換算値（0–10=4、10–100=40、100–1000=300、1000–10000=3000）。
運送業 燃料代 払えない,既存配信監査,既存設定,既存Google広告キーワード,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,既存設定との差分・重複を確認するために記録。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運転資金 融資 審査 通らない 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
銀行融資 審査 通らない 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
公庫融資 審査 通らない 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
高速料金 運送会社 引き落とし 間に合わない,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
高速料金 運送会社 残高不足,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
高速料金 運送会社 利用停止,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
受注増 運送会社 運転資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
受注増 運送会社 資金繰り,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
受注増 資金繰り 運送会社,既存配信監査,既存設定,既存Google広告キーワード,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,既存設定との差分・重複を確認するために記録。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規荷主 運送会社 運転資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規荷主 運送会社 資金繰り,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規荷主 運転資金,受注増・成長資金,運送特化表現,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,成長局面を明示するため審査健全度が比較的高い。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規受注 運送会社 運転資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規受注 運送会社 資金繰り,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
増便 運送会社 運転資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
増便 運送会社 資金繰り,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
追加融資 審査 通らない 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
